Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
9b9bb6bb8d0ca3beab3a610cff3a88bac9fdd7b3d823de97bccc18fd394b893e,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.12781,51.584227,On or near Hope Close,E01000028,Barking and Dagenham 001B,Violence and sexual offences,Under investigation,
9b9bb6bb8d0ca3beab3a610cff3a88bac9fdd7b3d823de97bccc18fd394b893e,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.12781,51.584227,On or near Hope Close,E01000028,Barking and Dagenham 001B,Violence and sexual offences,Under investigation,
9b9bb6bb8d0ca3beab3a610cff3a88bac9fdd7b3d823de97bccc18fd394b893e,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.12781,51.584227,On or near Hope Close,E01000028,Barking and Dagenham 001B,Violence and sexual offences,Under investigation,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.133322,51.579567,On or near Tolworth Gardens,E01000029,Barking and Dagenham 001C,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.133611,51.578951,On or near Portland Gardens,E01000029,Barking and Dagenham 001C,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.133611,51.578951,On or near Portland Gardens,E01000029,Barking and Dagenham 001C,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.133611,51.578951,On or near Portland Gardens,E01000029,Barking and Dagenham 001C,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.138643,51.578526,On or near Geneva Gardens,E01000029,Barking and Dagenham 001C,Anti-social behaviour,,
0bb0615c55fbac1f4daf0fb9ef4fa9620be661557e7de6334c6cc707cfaa1f6c,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.131508,51.581822,On or near ,E01000029,Barking and Dagenham 001C,Burglary,Under investigation,
80b4e4768425aa91e12343055b35cbe8ebcd4d58178c94439f006ee9d51d0820,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.130043,51.5829,On or near Woodrush Way,E01000029,Barking and Dagenham 001C,Other theft,Investigation complete; no suspect identified,
50589b7b908aeafe1544a5b0dd0ac4035327ba34b756bdaa4130053c12a61920,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.133611,51.578951,On or near Portland Gardens,E01000029,Barking and Dagenham 001C,Other theft,Investigation complete; no suspect identified,
331c64881607a79fd1c8053e40ec4aec0f646f88c0b90a4eee0d322851cd277d,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.131156,51.582323,On or near Lake Road,E01000029,Barking and Dagenham 001C,Vehicle crime,Investigation complete; no suspect identified,
7dd595d9f9b0e5ea7e552d62a619d269f75b9eae5f6600d9803f15eb86a690e3,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.136908,51.579709,On or near Henley Gardens,E01000029,Barking and Dagenham 001C,Vehicle crime,Investigation complete; no suspect identified,
b7f5c6399d523b401bfae67ea0d3720ca2cebe5fa5556dea922ffb0cb1648172,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.131156,51.582323,On or near Lake Road,E01000029,Barking and Dagenham 001C,Vehicle crime,Under investigation,
9ef5426b120fdf3d9d3cea4f13fbc67a640b326df17bf8556960d26f99760189,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.130043,51.5829,On or near Woodrush Way,E01000029,Barking and Dagenham 001C,Violence and sexual offences,Under investigation,
c385f79a89e5d1c26e117289fb31a2f126c0170d25225ad2f0d90780ffa0dbf6,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.130043,51.5829,On or near Woodrush Way,E01000029,Barking and Dagenham 001C,Violence and sexual offences,Under investigation,
1b3c371ac37634522ff303703dd6501bfa53dd1deb3ae693f969301fd85d029c,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.130654,51.584229,On or near Padnall Road,E01000029,Barking and Dagenham 001C,Violence and sexual offences,Under investigation,
8e99baec1ef9f3c6896c829fb9c238d28840d12645ca082e7c15de3f1956e4b3,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.131156,51.582323,On or near Lake Road,E01000029,Barking and Dagenham 001C,Violence and sexual offences,Under investigation,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.138228,51.581061,On or near Eastern Avenue West,E01000030,Barking and Dagenham 001D,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.132752,51.58527,On or near Arneways Avenue,E01000030,Barking and Dagenham 001D,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.135537,51.584329,On or near ,E01000030,Barking and Dagenham 001D,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.132752,51.58527,On or near Arneways Avenue,E01000030,Barking and Dagenham 001D,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.135537,51.584329,On or near ,E01000030,Barking and Dagenham 001D,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.132752,51.58527,On or near Arneways Avenue,E01000030,Barking and Dagenham 001D,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.132752,51.58527,On or near Arneways Avenue,E01000030,Barking and Dagenham 001D,Anti-social behaviour,,
38942260668a039b933b0bbadcd561f70049ac5a9dedd909d45037136c9ca380,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.135537,51.584329,On or near ,E01000030,Barking and Dagenham 001D,Bicycle theft,Under investigation,
bc205053bd0130289b5b96617418ef12c73b9e6add3c2dfa6f51674aea3eb125,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.132752,51.58527,On or near Arneways Avenue,E01000030,Barking and Dagenham 001D,Other theft,Under investigation,
8fdcd196fd8bfe9f11f87b295b3fd13d64f0440904400a16115e5778d5c01bed,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.132218,51.583427,On or near Crabtree Avenue,E01000030,Barking and Dagenham 001D,Other theft,Under investigation,
686ebd487b73ac63c68fd7f030c3ea9c0e05beafc9ae4e3cc5208ac225462353,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.138228,51.581061,On or near Eastern Avenue West,E01000030,Barking and Dagenham 001D,Other theft,Under investigation,
c598965ecf46a4d3daf19897883799464ec6127fbd56e86150a7c67216a9eeee,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.135537,51.584329,On or near ,E01000030,Barking and Dagenham 001D,Robbery,Under investigation,
bd9ad08e53e62e7a2ce373cc966f35117c98f677de22b52f36675b6305bb488e,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.135537,51.584329,On or near ,E01000030,Barking and Dagenham 001D,Vehicle crime,Investigation complete; no suspect identified,
5c137e8379542aa9df8c57c3bff5dc110236da87638258552adb3c43ca7a37b1,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.135611,51.582817,On or near Sheepcotes Road,E01000030,Barking and Dagenham 001D,Vehicle crime,Under investigation,
a5c17423dae974b51786501d1b41b8c8016017568ba484bff7c20ccf8f66135a,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.135611,51.582817,On or near Sheepcotes Road,E01000030,Barking and Dagenham 001D,Violence and sexual offences,Investigation complete; no suspect identified,
726e034f33a2f0778dc57a17a8a7be6b063f5392c5fe1051928ba4b562b57f19,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.135537,51.584329,On or near ,E01000030,Barking and Dagenham 001D,Violence and sexual offences,Under investigation,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.138171,51.574623,On or near Willow Road,E01000031,Barking and Dagenham 002A,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.141417,51.574915,On or near Millbrook Gardens,E01000031,Barking and Dagenham 002A,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.139552,51.579445,On or near Yew Tree Gardens,E01000031,Barking and Dagenham 002A,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.139573,51.577125,On or near Lansbury Avenue,E01000031,Barking and Dagenham 002A,Anti-social behaviour,,
,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.138171,51.574623,On or near Willow Road,E01000031,Barking and Dagenham 002A,Anti-social behaviour,,
f361dbd0498544196a762a3efd6ad0f2581d4e8e67ae05aee966400f182efd34,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.139552,51.579445,On or near Yew Tree Gardens,E01000031,Barking and Dagenham 002A,Burglary,Under investigation,
f361dbd0498544196a762a3efd6ad0f2581d4e8e67ae05aee966400f182efd34,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.139552,51.579445,On or near Yew Tree Gardens,E01000031,Barking and Dagenham 002A,Burglary,Under investigation,
f361dbd0498544196a762a3efd6ad0f2581d4e8e67ae05aee966400f182efd34,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.139552,51.579445,On or near Yew Tree Gardens,E01000031,Barking and Dagenham 002A,Burglary,Under investigation,
2cc9ece6d8282b6aeebb93f6fe053ebc3d87b2b679b6cc10fc189629b8b6b594,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.139869,51.573594,On or near Ashton Gardens,E01000031,Barking and Dagenham 002A,Drugs,Local resolution,
e5aeaa0831b80ccaa103e400e6fd9aaa3fad669b5af67b6c757ed39721c715bc,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.139552,51.579445,On or near Yew Tree Gardens,E01000031,Barking and Dagenham 002A,Other theft,Investigation complete; no suspect identified,
2e1e674b110c6b529b25e5e80288b822ac67f81eb5694a563edbdceda0957dcf,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.139552,51.579445,On or near Yew Tree Gardens,E01000031,Barking and Dagenham 002A,Other theft,Investigation complete; no suspect identified,
6100ea0c8027dc619657ce2c9b8ab7e0635e38dc844b914b8ef9029d5e247b25,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.141466,51.575957,On or near Hainault Gore,E01000031,Barking and Dagenham 002A,Robbery,Under investigation,
36cca6f8805c87f3f938e6bb1b9a391b2a323d2f66180d6eada055ceef1d32bf,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.13784,51.575564,On or near Kelly Way,E01000031,Barking and Dagenham 002A,Vehicle crime,Investigation complete; no suspect identified,
666e773d3da44d9997498a2f2da4a549ab59348982c5f895af4c27111cd8b64a,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.141466,51.575957,On or near Hainault Gore,E01000031,Barking and Dagenham 002A,Vehicle crime,Investigation complete; no suspect identified,
be55f78e44471fed061d76059851b5c6a7b95ac05cfe880e686f2af86efcf031,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.139552,51.579445,On or near Yew Tree Gardens,E01000031,Barking and Dagenham 002A,Vehicle crime,Under investigation,
23e08426dd0c3d032f1fe68187bac88ecdce92c141fc67825e64fa50cb0021d5,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.141466,51.575957,On or near Hainault Gore,E01000031,Barking and Dagenham 002A,Violence and sexual offences,Under investigation,
97418c5f2a68837402815cb4147f2bbbd219c9d0d2a1a6f38bcad6bfc5090573,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.141417,51.574915,On or near Millbrook Gardens,E01000031,Barking and Dagenham 002A,Violence and sexual offences,Under investigation,
eca46072bab1f853a85f313b4871045053e807a845fba9cec1ff3194faee3af2,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.139869,51.573594,On or near Ashton Gardens,E01000031,Barking and Dagenham 002A,Violence and sexual offences,Investigation complete; no suspect identified,
97418c5f2a68837402815cb4147f2bbbd219c9d0d2a1a6f38bcad6bfc5090573,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.141417,51.574915,On or near Millbrook Gardens,E01000031,Barking and Dagenham 002A,Violence and sexual offences,Under investigation,
c79988e93ca833f6cd97368520c0af1d6436fd78714d94c0a6a4b4e5ba563a4a,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.138126,51.577043,On or near Morley Road,E01000031,Barking and Dagenham 002A,Violence and sexual offences,Under investigation,
e7bd934e3eff565cb46e313697433938a4190ed0839a8f03d3cf1c90c7201576,2023-01,Metropolitan Police Service,Metropolitan Police Service,0.13784,51.575564,On or near Kelly Way,E01000031,Barking and Dagenham 002A,Violence and sexual offences,Under investigation,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
